t-23,t-22,t-21,t-20,t-19,t-18,t-17,t-16,t-15,t-14,t-13,t-112,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,t,t+1,t+2,t+3,t+4,t+5,t+6
8305,8540,9162,9942,10593,10807,10854,10904,10881,10799,10776,10609,10417,10246,10058,9887,9906,10271,10067,9565,8954,8416,8222,8077,,,,,,
11980,11919,11936,11896,11976,12439,12634,12389,12133,11808,11360,10643,9993,9584,9307,9223,9244,9527,10256,11295,11681,11867,11930,11977,,,,,,
8427,8122,7938,7862,8007,8598,9607,10207,10648,10972,11263,11379,11382,11423,11345,11211,10987,10707,10491,10659,10643,10231,9637,8909,,,,,,
10544,10162,9654,9221,8975,8870,8819,8991,9319,10149,11229,11705,11723,11745,11768,11747,11776,11822,11758,11764,12159,12516,12307,12103,,,,,,
8294,8814,9592,10478,11352,11898,11937,11678,11540,11455,11322,11026,11163,10979,10341,9592,8889,8376,8065,7853,7725,7889,8534,9417,,,,,,
10158,9476,8847,8388,8122,7935,7901,8095,8615,9671,10241,10511,10751,11067,11264,11408,11616,11646,11557,11401,11158,11316,11150,10816,,,,,,
8693,8339,8149,8102,8102,8295,8688,9127,9555,9892,10044,10217,10283,10105,9947,9864,9957,10088,10357,10395,10279,9923,9474,9017,,,,,,
13322,13172,13112,13132,13357,13004,12383,11453,10621,9993,9631,9369,9252,9500,10269,11474,12198,12515,12591,12628,12550,12493,12592,12732,,,,,,
12025,12651,13452,14383,15564,16745,17736,18358,18608,18734,18647,18033,17352,17071,16318,15208,13786,12455,11472,10760,10219,9843,9790,10266,,,,,,
9279,10012,10988,11405,11717,11850,11990,11948,11974,12018,11914,11812,12299,12643,12417,12254,12029,11565,11008,10412,9991,9785,9667,9670,,,,,,
8091,8615,9404,10362,11197,11990,12641,13319,13861,14219,14631,14716,14550,14257,14220,14133,13452,12523,11705,11136,10782,10660,10790,11243,,,,,,
10147,9423,8980,8689,8527,8477,8673,9469,10413,11099,11646,12122,12677,13126,13516,13898,14069,13860,13456,13026,12586,12515,12444,11848,,,,,,
10238,9620,9170,8897,8659,8615,8657,8973,9441,9783,9980,10239,10258,10292,10249,10093,9948,9910,9964,10230,10542,10444,10253,9977,,,,,,
8091,7888,7836,8008,8575,9433,10007,10350,10612,10875,11040,11086,11178,11077,10913,10805,10649,10488,10741,10668,10154,9448,8740,8285,,,,,,
9561,9798,10060,10358,10616,10807,10834,10814,10816,10809,10870,11460,11871,11744,11608,11479,11375,10975,10596,10223,10004,9801,9754,9853,,,,,,
11642,11418,10888,10184,9541,9112,8905,8805,8812,9100,9912,10988,11412,11424,11395,11442,11332,11268,11302,11164,11173,11797,12318,12171,,,,,,
16571,15831,14607,13283,12288,11413,10694,10379,10367,10788,11404,11984,12602,13105,13497,13918,14680,15609,16301,16907,17309,17398,17083,16339,,,,,,
8457,8542,8728,9010,9024,9168,9199,9224,9211,9151,9121,9054,9189,9973,10603,10662,10619,10441,10050,9543,8993,8583,8358,8286,,,,,,
9864,9957,10088,10357,10395,10279,9923,9474,9017,8586,8235,8029,7918,7909,7928,8066,8129,8284,8513,8710,8819,8846,8831,8767,,,,,,
12165,11713,11393,11427,10945,10273,9519,8949,8593,8288,8146,8132,8357,8563,8940,9486,10002,10449,10765,10967,11113,11122,11008,10834,,,,,,
9929,9904,9913,9931,9950,9847,9636,9875,9833,9552,9055,8528,8083,7730,7468,7314,7263,7351,7402,7520,7934,8390,8669,8896,,,,,,
10845,10136,9526,9039,8701,8465,8375,8314,8277,8804,9637,10492,11374,12011,12508,12947,13332,13742,14013,14111,13858,13327,13009,12711,,,,,,
9196,9491,9795,9954,10061,10140,10097,10042,10060,10551,10888,10843,10729,10544,10162,9654,9221,8975,8870,8819,8991,9319,10149,11229,,,,,,
12186,12199,11973,11714,11432,10925,10310,9645,9171,8829,8635,8553,8639,8990,9534,10027,10522,10928,11149,11147,11108,10995,10899,10909,,,,,,
11462,11807,12025,12172,12363,12465,12523,12578,12511,12190,11810,11623,11374,10559,9682,9017,8569,8332,8181,8284,8634,9545,10551,11245,,,,,,
11824,11498,10983,10260,9634,9219,8943,8796,8813,9083,9816,10826,11499,11803,11858,11939,11890,11802,11741,11563,11429,11740,12213,12078,,,,,,
10102,11083,12273,13321,14091,14260,14102,14048,14064,13756,13257,13252,12780,11971,11000,9987,9277,8777,8487,8380,8546,9205,10158,10791,,,,,,
16740,16781,16421,16122,16282,16086,15203,14462,14259,13553,12464,11363,10344,9612,9175,8941,8976,9373,9867,10428,10871,11084,11271,11332,,,,,,
8188,8695,9535,10317,10744,10909,11014,11096,11139,11189,11143,11061,10916,10745,10461,10333,10583,10414,9751,9012,8533,8192,7987,7888,,,,,,
9555,9892,10044,10217,10283,10105,9947,9864,9957,10088,10357,10395,10279,9923,9474,9017,8586,8235,8029,7918,7909,7928,8066,8129,,,,,,
16986,17165,17149,16705,16009,15757,15016,14142,13025,11965,11149,10541,10181,9946,10077,10760,11794,12437,13358,14463,15649,16822,17688,18373,,,,,,
10083,9508,9142,8982,9050,9550,10179,11081,12020,12796,13516,14049,14485,14932,15153,15308,15491,15298,14778,14182,13955,13315,12202,11216,,,,,,
8963,8934,9049,9404,10121,10150,10017,9704,9287,8865,8557,8372,8279,8307,8571,9343,10549,11271,11373,11403,11384,11307,11218,11256,,,,,,
8689,8527,8477,8673,9469,10413,11099,11646,12122,12677,13126,13516,13898,14069,13860,13456,13026,12586,12515,12444,11848,10983,10081,9453,,,,,,
9754,9853,10060,10354,10412,10512,10577,10585,10601,10572,10571,10629,10830,11444,12013,11977,11983,11960,11847,11525,11091,10798,10642,10577,,,,,,
9412,9561,9798,10060,10358,10616,10807,10834,10814,10816,10809,10870,11460,11871,11744,11608,11479,11375,10975,10596,10223,10004,9801,9754,,,,,,
10512,10577,10585,10601,10572,10571,10629,10830,11444,12013,11977,11983,11960,11847,11525,11091,10798,10642,10577,10587,10807,11283,11949,12326,,,,,,
10197,9738,9760,9573,9697,9765,10227,11202,12146,13000,13743,14374,14814,15242,15585,15692,15564,14919,13968,13508,12850,11957,10816,10076,,,,,,
17377,17628,17450,17115,16749,16342,16071,16014,15515,14501,13324,12382,11696,11208,10940,11027,11584,12364,13467,14398,15174,15899,16500,16962,,,,,,
13760,14066,14471,14942,15328,15433,15235,14731,14473,14535,13990,12969,11878,11038,10419,10056,9789,9909,10486,11253,12275,13299,14164,15038,,,,,,
8240,8086,8070,8273,8880,9670,10352,10630,10751,10848,10870,10854,10878,10797,10729,10679,10557,10304,10214,10562,10280,9545,8861,8399,,,,,,
10463,10452,10395,10294,10190,10329,11112,11785,11813,11764,11675,11453,10993,10490,9971,9723,9501,9451,9412,9561,9798,10060,10358,10616,,,,,,
11312,11011,11019,11656,12611,13344,13788,14251,14575,14982,15687,16265,16501,16662,16676,16422,15742,15161,15050,14344,13169,12036,11176,10524,,,,,,
9273,8746,8405,8218,8133,8306,8937,9726,10519,10931,11239,11515,11605,11713,11813,11750,11628,11500,11291,10963,11031,11165,10741,9964,,,,,,
11781,10873,10203,9625,9335,9235,9108,9400,10117,11067,12045,12835,13351,13771,13933,14019,14034,14108,13955,13530,12817,12235,11967,11228,,,,,,
9897,10629,11726,12152,12150,12146,12186,12131,12023,12006,11901,11980,12722,13306,13194,13021,12786,12265,11471,10738,10229,10016,9906,9975,,,,,,
13105,13497,13918,14680,15609,16301,16907,17309,17398,17083,16339,15726,15213,14226,13116,12217,11550,11103,10771,10603,10529,10570,11119,12010,,,,,,
11172,10972,10537,9907,9330,8915,8691,8549,8526,8735,9497,10652,11127,11137,11111,11094,11067,11049,11058,10983,10852,10781,10923,11360,,,,,,
9385,9559,9815,10005,10202,10148,10080,9943,9960,10130,10851,11362,11366,11330,11126,10746,10161,9560,9159,8890,8822,8828,9148,9887,,,,,,
12928,13294,13586,13794,13810,13506,13066,12738,12598,12351,11483,10543,9810,9262,8931,8799,8894,9195,10083,11127,12110,12912,13740,14382,,,,,,
11520,11642,11857,11986,12042,12026,11767,11532,11661,11307,10685,9901,9174,8705,8382,8212,8153,8327,8877,9834,10290,10759,11072,11358,,,,,,
11836,12708,13450,13906,14159,14202,14150,13960,13443,12768,12282,11939,11463,10778,10057,9530,9165,8984,9122,9573,10500,11680,12759,13781,,,,,,
14260,14102,14048,14064,13756,13257,13252,12780,11971,11000,9987,9277,8777,8487,8380,8546,9205,10158,10791,11503,12048,12604,13018,13370,,,,,,
13603,14591,15550,16527,17377,17628,17450,17115,16749,16342,16071,16014,15515,14501,13324,12382,11696,11208,10940,11027,11584,12364,13467,14398,,,,,,
9963,9813,9265,8674,8135,7797,7509,7422,7313,7308,7289,7640,8129,8509,8829,9053,9173,9166,9137,9049,8983,8893,8827,8742,,,,,,
11219,10982,10858,10316,9602,8982,8607,8387,8325,8518,8926,9741,10728,11548,12181,12715,13136,13509,13950,14319,14616,14821,14822,14381,,,,,,
12651,13452,14383,15564,16745,17736,18358,18608,18734,18647,18033,17352,17071,16318,15208,13786,12455,11472,10760,10219,9843,9790,10266,11166,,,,,,
13624,13767,13614,13348,13030,12722,12483,11818,11042,10399,9816,9441,9267,9178,9028,8993,9372,9839,10297,10777,11051,11147,11286,11402,,,,,,
20166,20351,20266,19851,19063,18628,17764,15996,14384,13160,12262,11657,11256,11256,11561,12555,13821,15159,15972,16840,17616,18180,18577,18784,,,,,,
9121,9935,11133,11727,11890,11944,11990,11983,11968,12035,12000,12019,12739,13296,13093,12911,12649,12127,11388,10651,10153,9888,9732,9708,,,,,,
8999,8855,9039,9730,10919,11629,12067,12451,12865,13341,13938,14426,14598,14719,14773,14415,13775,13721,13185,12359,11291,10413,9721,9284,,,,,,
12346,13382,14046,14311,14355,14353,14258,14163,14284,14609,14839,14908,14941,14981,14993,14739,13906,12960,12172,11476,10968,10697,10806,11341,,,,,,
14196,13788,13812,13386,12381,11320,10274,9664,9347,9269,9432,9921,10968,12122,12718,13016,13311,13457,13608,13857,13993,14162,14260,14082,,,,,,
8699,8822,9306,10073,10543,10973,11151,11279,11334,11492,11671,11816,11794,11540,11096,11101,10821,10151,9528,8985,8565,8234,8038,7980,,,,,,
9906,10271,10067,9565,8954,8416,8222,8077,7997,8061,8196,8399,8752,9047,9202,9289,9308,9195,9048,8895,8805,8753,8709,8715,,,,,,
9741,10884,11338,11359,11255,11258,11167,11076,11100,11069,11067,11661,12097,11943,11757,11497,10962,10247,9554,9113,8804,8641,8621,8843,,,,,,
12691,13614,14495,15111,15671,16200,16604,16873,17005,16885,16304,15519,15088,14419,13238,12008,11152,10564,10136,9906,9981,10525,11289,12293,,,,,,
17165,17149,16705,16009,15757,15016,14142,13025,11965,11149,10541,10181,9946,10077,10760,11794,12437,13358,14463,15649,16822,17688,18373,18684,,,,,,
11857,11986,12042,12026,11767,11532,11661,11307,10685,9901,9174,8705,8382,8212,8153,8327,8877,9834,10290,10759,11072,11358,11467,11560,,,,,,
11461,11134,10596,9911,9290,8858,8602,8474,8467,8683,9431,10564,11173,11214,11175,11091,11057,10944,10906,10795,10647,10537,10610,11158,,,,,,
14259,13553,12464,11363,10344,9612,9175,8941,8976,9373,9867,10428,10871,11084,11271,11332,11324,11315,11207,11049,10934,10779,10608,10450,,,,,,
9891,9378,8900,8666,8535,8470,8574,8922,9741,10884,11338,11359,11255,11258,11167,11076,11100,11069,11067,11661,12097,11943,11757,11497,,,,,,
9810,9262,8931,8799,8894,9195,10083,11127,12110,12912,13740,14382,14903,15441,15701,15805,15746,15289,14496,13572,13251,12850,12002,10968,,,,,,
8132,8357,8563,8940,9486,10002,10449,10765,10967,11113,11122,11008,10834,10683,10548,10720,10728,10424,9901,9314,8868,8509,8213,8031,,,,,,
12546,12450,12430,12465,13140,13568,13481,13267,13018,12546,11708,10817,10350,10173,10085,10169,10532,11338,12505,12924,12899,12864,12837,12724,,,,,,
9555,8779,8353,8055,7895,7829,8030,8657,9369,10129,10525,10811,11049,11205,11327,11445,11398,11290,11280,11183,10927,10990,11249,10839,,,,,,
7946,8117,8342,8498,8565,8581,8654,8624,8712,8767,8863,8845,9038,9395,9133,8640,8135,7851,7685,7633,7702,8006,8679,9487,,,,,,
16823,17582,18056,18364,18510,18373,17816,16973,16530,15793,14901,13868,12818,11883,11175,10580,10196,9980,9934,10018,10194,11272,12622,13971,,,,,,
7633,7787,7734,7946,8117,8342,8498,8565,8581,8654,8624,8712,8767,8863,8845,9038,9395,9133,8640,8135,7851,7685,7633,7702,,,,,,
11800,11711,11471,11024,10749,10712,10613,9909,9153,8616,8264,8052,7931,8057,8444,9170,10089,10751,11184,11562,11801,11954,12212,12342,,,,,,
8326,8112,8034,8193,8784,9747,10225,10625,11035,11357,11520,11642,11857,11986,12042,12026,11767,11532,11661,11307,10685,9901,9174,8705,,,,,,
9809,9181,8774,8495,8377,8479,8995,9633,10536,11253,11873,12510,13025,13488,14024,14426,14706,14847,14716,14306,13701,13555,12940,11918,,,,,,
14265,13844,13315,12921,12442,12059,11870,11668,10853,9942,9331,8912,8675,8557,8661,9043,9997,10953,11708,12283,12777,13173,13350,13432,,,,,,
11953,11823,11655,11457,11119,10491,9816,9383,9051,8891,8785,8858,9132,9655,9794,10021,9995,9982,9886,9749,9584,9436,9512,10153,,,,,,
15680,16392,17044,17404,17531,17527,17020,16187,15415,15061,14533,13470,12322,11422,10809,10340,10095,10149,10531,11523,12904,14201,15371,16453,,,,,,
9201,9416,9980,10890,11440,11536,11595,11642,11630,11554,11536,11504,11595,12210,12504,12271,12032,11779,11457,10860,10222,9755,9402,9193,,,,,,
7468,7468,7712,8254,9074,9967,10441,10836,11201,11446,11684,11926,12059,12091,12089,12030,11801,11761,12054,11605,10726,9889,9308,8854,,,,,,
8035,7941,7908,7977,8259,8503,8889,9288,9527,9638,9783,9804,9769,9769,9792,9924,10040,10186,10300,10387,10096,9549,8988,8598,,,,,,
10728,11065,11344,11485,11587,11726,11758,11790,11792,11674,11396,11141,11129,10916,10125,9307,8736,8374,8104,8013,8139,8487,9369,10237,,,,,,
11847,11525,11091,10798,10642,10577,10587,10807,11283,11949,12326,12602,12788,12888,12869,12787,12726,12653,12708,13459,14251,14183,14019,13813,,,,,,
11358,11380,11676,12137,11984,11803,11519,11018,10353,9751,9377,9184,9074,9097,9419,10161,11116,11448,11462,11426,11447,11344,11252,11204,,,,,,
9005,9036,9328,10042,11134,11521,11524,11404,11312,11195,11075,11032,10908,10848,11465,11953,11823,11655,11457,11119,10491,9816,9383,9051,,,,,,
9859,10126,10400,10122,9543,8940,8474,8157,7980,7943,8004,8288,8475,8816,9098,9249,9296,9252,9150,9019,8880,8773,8758,8750,,,,,,
8342,8498,8565,8581,8654,8624,8712,8767,8863,8845,9038,9395,9133,8640,8135,7851,7685,7633,7702,8006,8679,9487,10128,10436,,,,,,
12663,11617,10857,10322,9983,9771,9904,10372,11133,12129,12950,13642,14222,14643,14986,15298,15498,15581,15559,15298,14671,13760,13232,12783,,,,,,
8038,7980,7982,7866,8272,8883,9542,10066,10492,10899,11289,11493,11611,11623,11526,11273,11144,11384,11044,10562,9869,9357,8970,8743,,,,,,
8865,8407,8139,7974,7932,8138,8760,9512,10135,10425,10527,10613,10556,10504,10465,10321,10153,10064,9917,9859,10126,10400,10122,9543,,,,,,
11422,10809,10340,10095,10149,10531,11523,12904,14201,15371,16453,17311,18052,18687,19054,19269,19408,19354,19005,18389,17753,17205,15918,14605,,,,,,
11230,11227,11802,12747,13516,14580,15859,17237,18190,18944,19533,19889,20040,19979,19391,18477,17950,17070,16145,14893,13675,12653,11882,11303,,,,,,
10824,12013,12536,12660,12627,12677,12664,12546,12450,12430,12465,13140,13568,13481,13267,13018,12546,11708,10817,10350,10173,10085,10169,10532,,,,,,
13706,13625,13276,13005,12938,12768,11953,11059,10365,9893,9662,9748,10077,10695,11711,12721,13676,14766,15791,16620,17047,17249,17891,18189,,,,,,
11523,12904,14201,15371,16453,17311,18052,18687,19054,19269,19408,19354,19005,18389,17753,17205,15918,14605,13542,12736,12047,11575,11603,12012,,,,,,
11368,11333,11339,11243,11171,11174,11054,11035,11570,12100,11966,11838,11629,11139,10447,9791,9385,9100,9005,9036,9328,10042,11134,11521,,,,,,
9998,9513,9187,8968,8891,8936,9081,9274,9240,9344,9388,9467,9470,9357,9151,8953,8901,9261,9609,9549,9504,9483,9378,9140,,,,,,
9911,9904,9902,9847,9845,9969,10614,11191,11286,11262,11050,10783,10297,9858,9527,9405,9328,9382,9699,10414,11433,11797,11797,11776,,,,,,
7421,7567,7716,7778,8121,8614,9013,9420,9705,9919,10118,10342,10417,10363,10435,10529,10249,9787,9252,8643,8265,8020,7818,7770,,,,,,
10346,9587,8898,8501,8240,8086,8070,8273,8880,9670,10352,10630,10751,10848,10870,10854,10878,10797,10729,10679,10557,10304,10214,10562,,,,,,
8322,9137,10080,10694,11101,11424,11614,11717,11833,11842,11800,11711,11471,11024,10749,10712,10613,9909,9153,8616,8264,8052,7931,8057,,,,,,
18364,18510,18373,17816,16973,16530,15793,14901,13868,12818,11883,11175,10580,10196,9980,9934,10018,10194,11272,12622,13971,15088,15979,16559,,,,,,
14844,13586,12627,11966,11525,11315,11343,11475,11899,12470,12905,13236,13820,14243,14670,15045,15277,15507,15623,15313,14622,13880,13228,12819,,,,,,
8818,8530,8339,8207,8242,8343,8723,9647,10678,11160,11286,11272,11343,11363,11278,11290,11170,11152,11595,12124,11934,11700,11341,10795,,,,,,
11699,10804,9966,9374,8985,8761,8676,8844,9553,10738,11287,11767,12123,12531,12742,12900,13087,13284,13322,13172,13112,13132,13357,13004,,,,,,
13568,13481,13267,13018,12546,11708,10817,10350,10173,10085,10169,10532,11338,12505,12924,12899,12864,12837,12724,12676,12645,12553,12750,13505,,,,,,
10834,10683,10548,10720,10728,10424,9901,9314,8868,8509,8213,8031,7952,7944,7838,7993,8499,8904,9197,9428,9608,9898,10290,10484,,,,,,
13767,13572,13294,12917,12340,11644,11233,10947,10828,10782,10917,11169,11621,11832,12099,12146,12280,12261,12179,12059,11974,12154,12878,13673,,,,,,
9960,10624,10873,11007,11098,11033,10992,10959,10796,10648,10555,10475,10272,10238,10663,10392,9703,9067,8680,8434,8318,8305,8540,9162,,,,,,
11301,11044,10471,9788,9142,8714,8497,8301,8162,8350,8960,9987,10596,10857,11002,11105,11116,11128,11153,11132,10970,10975,11005,11215,,,,,,
13590,12371,11408,10689,10197,9933,9976,10296,10950,11718,12322,12660,12866,13043,13194,13391,13394,13210,13094,12731,12244,11935,11890,11778,,,,,,
11007,10673,10147,9423,8980,8689,8527,8477,8673,9469,10413,11099,11646,12122,12677,13126,13516,13898,14069,13860,13456,13026,12586,12515,,,,,,
11536,11230,11227,11802,12747,13516,14580,15859,17237,18190,18944,19533,19889,20040,19979,19391,18477,17950,17070,16145,14893,13675,12653,11882,,,,,,
7836,8008,8575,9433,10007,10350,10612,10875,11040,11086,11178,11077,10913,10805,10649,10488,10741,10668,10154,9448,8740,8285,7989,7831,,,,,,
11540,11096,11101,10821,10151,9528,8985,8565,8234,8038,7980,7982,7866,8272,8883,9542,10066,10492,10899,11289,11493,11611,11623,11526,,,,,,
8582,9463,10371,10956,11327,11659,11868,12023,12214,12321,12330,12354,12181,11796,11413,11266,11028,10270,9416,8863,8484,8211,8097,8250,,,,,,
9310,9823,10300,10736,11072,11186,11061,11037,10882,10440,10117,10134,10266,10058,9779,9226,8699,8209,7901,7621,7501,7421,7567,7716,,,,,,
8133,8306,8937,9726,10519,10931,11239,11515,11605,11713,11813,11750,11628,11500,11291,10963,11031,11165,10741,9964,9248,8705,8386,8178,,,,,,
8781,9080,9844,10859,11242,11330,11378,11504,11454,11416,11431,11358,11380,11676,12137,11984,11803,11519,11018,10353,9751,9377,9184,9074,,,,,,
10953,11708,12283,12777,13173,13350,13432,13364,12939,12458,12258,12072,11773,11583,11436,10669,9798,9188,8776,8524,8419,8583,8917,9851,,,,,,
9133,8640,8135,7851,7685,7633,7702,8006,8679,9487,10128,10436,10648,10872,10951,10976,11060,11028,10959,10879,10697,10420,10445,10727,,,,,,
17313,17064,16384,15938,15778,15017,13930,12788,11767,11236,10930,10746,10899,11465,12308,12881,13386,13734,14114,14356,14789,15312,15536,15641,,,,,,
10043,9441,9024,8699,8555,8465,8529,8755,9177,9624,9973,10268,10370,10357,10234,10054,9879,9782,9784,10089,10268,10128,9947,9665,,,,,,
14111,13984,13803,13510,12952,12158,11335,10825,10522,10385,10371,10634,11335,12414,13003,13033,13017,12981,12851,12725,12639,12634,12819,13490,,,,,,
11614,11717,11833,11842,11800,11711,11471,11024,10749,10712,10613,9909,9153,8616,8264,8052,7931,8057,8444,9170,10089,10751,11184,11562,,,,,,
8492,8375,8340,8583,9265,10390,11117,11325,11450,11608,11556,11419,11429,11355,11243,11259,11456,11617,11389,11217,10833,10238,9620,9170,,,,,,
8356,8526,8867,9679,10516,11056,11366,11651,11762,11708,11930,12160,12371,12507,12364,12174,12140,12333,12148,11367,10527,9821,9392,9099,,,,,,
11713,11393,11427,10945,10273,9519,8949,8593,8288,8146,8132,8357,8563,8940,9486,10002,10449,10765,10967,11113,11122,11008,10834,10683,,,,,,
18373,17816,16973,16530,15793,14901,13868,12818,11883,11175,10580,10196,9980,9934,10018,10194,11272,12622,13971,15088,15979,16559,16986,17165,,,,,,
11302,11164,11173,11797,12318,12171,11998,11681,11148,10391,9701,9205,8909,8799,8745,9015,9767,10842,11342,11368,11333,11339,11243,11171,,,,,,
10241,10911,12025,12651,13452,14383,15564,16745,17736,18358,18608,18734,18647,18033,17352,17071,16318,15208,13786,12455,11472,10760,10219,9843,,,,,,
8846,8831,8767,8759,8788,8995,9524,9600,9422,9100,8631,8168,7850,7658,7581,7596,7809,8557,9674,10229,10424,10531,10623,10704,,,,,,
9679,10516,11056,11366,11651,11762,11708,11930,12160,12371,12507,12364,12174,12140,12333,12148,11367,10527,9821,9392,9099,9010,9193,9693,,,,,,
10804,11065,11071,10696,10177,9458,8810,8381,8234,8053,7996,8197,8816,9911,10454,10619,10744,10925,11058,11121,11184,11146,11141,11041,,,,,,
9726,10519,10931,11239,11515,11605,11713,11813,11750,11628,11500,11291,10963,11031,11165,10741,9964,9248,8705,8386,8178,8135,8323,8883,,,,,,
14319,14616,14821,14822,14381,13766,13320,12914,11931,10855,10054,9527,9190,9013,9100,9529,10349,11450,12359,13119,13911,14605,15243,15967,,,,,,
8198,7889,7636,7598,7642,7805,8130,8300,8658,8920,9067,9149,9225,9213,9234,9251,9740,10096,10002,9854,9663,9276,8818,8530,,,,,,
13157,12678,11910,11183,10721,10445,10318,10338,10635,11294,12364,12763,12737,12603,12549,12369,12201,12042,11897,11878,12631,13191,13077,12885,,,,,,
10136,9526,9039,8701,8465,8375,8314,8277,8804,9637,10492,11374,12011,12508,12947,13332,13742,14013,14111,13858,13327,13009,12711,11891,,,,,,
8535,8470,8574,8922,9741,10884,11338,11359,11255,11258,11167,11076,11100,11069,11067,11661,12097,11943,11757,11497,10962,10247,9554,9113,,,,,,
9980,9934,10018,10194,11272,12622,13971,15088,15979,16559,16986,17165,17149,16705,16009,15757,15016,14142,13025,11965,11149,10541,10181,9946,,,,,,
10184,10320,10648,10261,9577,8935,8459,8193,8060,8029,8258,8836,9617,10289,10488,10653,10856,10972,10980,11025,10832,10711,10644,10648,,,,,,
11521,11524,11404,11312,11195,11075,11032,10908,10848,11465,11953,11823,11655,11457,11119,10491,9816,9383,9051,8891,8785,8858,9132,9655,,,,,,
8644,8477,8397,8405,8567,8975,9399,9446,9538,9564,9549,9532,9487,9419,9369,9386,9932,10420,10294,10169,9938,9656,9162,8733,,,,,,
11850,11990,11948,11974,12018,11914,11812,12299,12643,12417,12254,12029,11565,11008,10412,9991,9785,9667,9670,9959,10639,11494,11814,11923,,,,,,
10319,9660,8989,8411,8084,7837,7688,7692,7820,7919,8115,8680,9115,9406,9559,9674,9708,9639,9712,9753,9713,9639,9887,9862,,,,,,
14049,14485,14932,15153,15308,15491,15298,14778,14182,13955,13315,12202,11216,10374,9813,9393,9197,9259,9822,10461,11336,12136,12890,13564,,,,,,
10662,10619,10441,10050,9543,8993,8583,8358,8286,8296,8623,9336,10468,10989,11092,11145,11206,11158,11132,11136,11111,11158,11787,12084,,,,,,
13803,13510,12952,12158,11335,10825,10522,10385,10371,10634,11335,12414,13003,13033,13017,12981,12851,12725,12639,12634,12819,13490,13803,13684,,,,,,
8346,8304,8296,8462,8740,8881,8970,9118,9152,9158,9127,9036,8963,8934,9049,9404,10121,10150,10017,9704,9287,8865,8557,8372,,,,,,
9451,9412,9561,9798,10060,10358,10616,10807,10834,10814,10816,10809,10870,11460,11871,11744,11608,11479,11375,10975,10596,10223,10004,9801,,,,,,
13155,12256,11743,11326,11120,11081,11568,12346,13382,14046,14311,14355,14353,14258,14163,14284,14609,14839,14908,14941,14981,14993,14739,13906,,,,,,
9053,9173,9166,9137,9049,8983,8893,8827,8742,9179,9069,8614,8120,7760,7567,7468,7468,7712,8254,9074,9967,10441,10836,11201,,,,,,
10340,10068,10148,10632,11364,12492,13560,14553,15527,16112,16902,17489,17846,17997,17899,17440,16602,15905,15581,14886,13733,12560,11671,11010,,,,,,
16902,17489,17846,17997,17899,17440,16602,15905,15581,14886,13733,12560,11671,11010,10567,10298,10387,10881,11680,12660,13595,14666,15761,16514,,,,,,
12342,12451,12539,12498,12228,11875,11624,11449,10677,9796,9164,8751,8492,8356,8526,8867,9679,10516,11056,11366,11651,11762,11708,11930,,,,,,
9187,9319,9540,9929,10937,11925,12927,13852,14427,14709,15013,15226,15216,14855,14234,14020,13527,12963,12105,11269,10482,9958,9508,9204,,,,,,
7805,8130,8300,8658,8920,9067,9149,9225,9213,9234,9251,9740,10096,10002,9854,9663,9276,8818,8530,8339,8207,8242,8343,8723,,,,,,
15862,15439,15028,14764,13570,12362,11437,10800,10394,10172,10296,10739,11712,12885,13975,14796,15456,16049,16772,17401,17535,17114,16628,16378,,,,,,
11930,12160,12371,12507,12364,12174,12140,12333,12148,11367,10527,9821,9392,9099,9010,9193,9693,10595,11607,12433,13124,13793,14429,15032,,,,,,
9028,8797,8686,8828,9427,10310,11081,11770,12352,12813,13013,12996,13033,12921,12659,12522,12608,12371,12377,12372,11817,10921,10053,9407,,,,,,
15581,14886,13733,12560,11671,11010,10567,10298,10387,10881,11680,12660,13595,14666,15761,16514,16740,16781,16421,16122,16282,16086,15203,14462,,,,,,
7969,8102,8694,9714,10237,10481,10742,10900,11049,11137,11297,11388,11338,11223,11103,11314,11193,10939,10513,9897,9208,8693,8339,8149,,,,,,
8940,8474,8157,7980,7943,8004,8288,8475,8816,9098,9249,9296,9252,9150,9019,8880,8773,8758,8750,8752,8924,9348,9181,8761,,,,,,
10143,10061,9971,10138,10272,9996,9411,8802,8387,8035,7941,7908,7977,8259,8503,8889,9288,9527,9638,9783,9804,9769,9769,9792,,,,,,
12181,11796,11413,11266,11028,10270,9416,8863,8484,8211,8097,8250,8548,9471,10435,11036,11462,11807,12025,12172,12363,12465,12523,12578,,,,,,
7289,7640,8129,8509,8829,9053,9173,9166,9137,9049,8983,8893,8827,8742,9179,9069,8614,8120,7760,7567,7468,7468,7712,8254,,,,,,
9100,9912,10988,11412,11424,11395,11442,11332,11268,11302,11164,11173,11797,12318,12171,11998,11681,11148,10391,9701,9205,8909,8799,8745,,,,,,
10118,10519,11489,12454,13345,14253,14989,15729,16568,17354,17845,18254,18466,18413,18121,17408,16571,15831,14607,13283,12288,11413,10694,10379,,,,,,
10538,10483,10373,10556,10692,10225,9592,8957,8509,8263,8114,8061,8283,8948,9689,10273,10473,10575,10640,10662,10608,10621,10467,10282,,,,,,
